ref_area,period_dt,closing_stock_level,direct_use,from_other_sources,indigenous_production,refinery_observed_intake,statistical_difference,stock_change,total_exports,total_imports,transfer_backflow
KR,2021-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2021-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2021-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2021-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2021-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2021-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2022-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2022-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2022-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2022-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2022-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2022-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2022-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2022-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2022-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2022-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2022-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2022-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2023-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2023-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2023-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2023-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2023-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2023-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2023-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2023-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2023-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2023-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2023-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2023-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2024-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2024-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2024-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2024-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2024-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2024-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2024-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2024-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2024-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2024-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2024-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2024-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2025-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2025-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2025-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2025-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2025-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2025-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2025-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2025-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2025-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2025-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2025-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2025-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2026-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KR,2026-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2020-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2020-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2020-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2020-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2020-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2020-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2020-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2020-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2020-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2020-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2020-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2020-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2021-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2021-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2021-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2021-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2021-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2021-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2021-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2021-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2021-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2021-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2021-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2021-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2022-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2022-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2022-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2022-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2022-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2022-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2022-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2022-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2022-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2022-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2022-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2022-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2023-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2023-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2023-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2023-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2023-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2023-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2023-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2023-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2023-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2023-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2023-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2023-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2024-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2024-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2024-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2024-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2024-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2024-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2024-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2024-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2024-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2024-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2024-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2024-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2025-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2025-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2025-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2025-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2025-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2025-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2025-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2025-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2025-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2025-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2025-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2025-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2026-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KW,2026-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
KZ,2020-01-01,,,,1140.0,,,,30.0,0.0,
KZ,2020-02-01,,,,1055.0,,,,20.0,0.0,
KZ,2020-03-01,,,,1099.0,,,,15.0,0.0,
KZ,2020-04-01,,,,1051.0,,,,35.0,0.0,
KZ,2020-05-01,,,,1086.0,,,,22.0,0.0,
KZ,2020-06-01,,,,1070.0,,,,6.0,0.0,
KZ,2020-07-01,,,,1044.0,,,,23.0,0.0,
KZ,2020-08-01,,,,1067.0,,,,23.0,,
KZ,2020-09-01,,,,822.0,,,,19.0,0.0,
KZ,2020-10-01,,,,975.0,,,,21.0,0.0,
KZ,2020-11-01,,,,1114.0,,,,26.0,0.0,
KZ,2020-12-01,,,,1128.0,,,,23.0,0.0,
KZ,2021-01-01,,,,1132.0,,,,8.0,0.0,
KZ,2021-02-01,,,,1016.0,,,,37.0,0.0,
KZ,2021-03-01,,,,1082.0,,,,22.0,,
KZ,2021-04-01,,,,908.0,,,,21.0,0.0,
KZ,2021-05-01,,,,1094.0,,,,19.0,0.0,
KZ,2021-06-01,,,,999.0,,,,20.0,0.0,
KZ,2021-07-01,,,,989.0,,,,15.0,,
KZ,2021-08-01,,,,943.0,,,,18.0,,
KZ,2021-09-01,,,,722.0,,,,14.0,,
KZ,2021-10-01,,,,886.0,,,,2.0,,
KZ,2021-11-01,,,,1083.0,,,,33.0,,
KZ,2021-12-01,,,,1096.0,,,,15.0,,
KZ,2022-01-01,,,,1153.0,,,,7.0,,
KZ,2022-02-01,,,,1002.0,,,,31.0,,
KZ,2022-03-01,,,,1110.0,,,,8.0,,
KZ,2022-04-01,,,,940.0,,,,14.0,,
KZ,2022-05-01,,,,1090.0,,,,25.0,,
KZ,2022-06-01,,,,997.0,,,,23.0,,
KZ,2022-07-01,,,,1054.0,,,,2.0,,
KZ,2022-08-01,,,,1093.0,,,,3.0,,
KZ,2022-09-01,,,,375.0,,,,11.0,,
KZ,2022-10-01,,,,607.0,,,,19.0,,
KZ,2022-11-01,,,,1085.0,,,,4.0,,
KZ,2022-12-01,,,,1124.0,,,,23.0,,
KZ,2023-01-01,,,,1068.0,,,,12.0,,
KZ,2023-02-01,,,,1029.0,,,,9.0,,
KZ,2023-03-01,,,,1101.0,,,,7.0,,
KZ,2023-04-01,,,,1017.0,,,,0.0,,
KZ,2023-05-01,,,,991.0,,,,19.0,,
KZ,2023-06-01,,,,1041.0,,,,3.0,,
KZ,2023-07-01,,,,1035.0,,,,20.0,,
KZ,2023-08-01,,,,1017.0,,,,0.0,489.0,
KZ,2023-09-01,,,,860.0,,,,0.0,8.0,
KZ,2023-10-01,,,,1016.0,,,,6.0,0.0,
KZ,2023-11-01,,,,1065.0,,,,14.0,0.0,
KZ,2023-12-01,,,,1120.0,,,,6.0,0.0,
KZ,2024-01-01,,,,1120.0,,,,8.0,0.0,
KZ,2024-02-01,,,,1053.0,,,,7.0,0.0,
KZ,2024-03-01,,,,1133.0,,,,6.0,0.0,
KZ,2024-04-01,,,,992.0,,,,14.0,0.0,
KZ,2024-05-01,,,,1029.0,,,,8.0,0.0,
KZ,2024-06-01,,,,918.0,,,,21.0,0.0,
KZ,2024-07-01,,,,1021.0,,,,17.0,0.0,
KZ,2024-08-01,,,,979.0,,,,22.0,0.0,
KZ,2024-09-01,,,,879.0,,,,12.0,0.0,
KZ,2024-10-01,,,,1149.0,,,,24.0,0.0,
KZ,2024-11-01,,,,1134.0,,,,69.0,0.0,
KZ,2024-12-01,,,,1173.0,,,,30.0,0.0,
KZ,2025-01-01,,,,1148.0,,,,0.0,0.0,
KZ,2025-02-01,,,,1080.0,,,,44.0,0.0,
KZ,2025-03-01,,,,1188.0,,,,12.0,0.0,
KZ,2025-04-01,,,,1039.0,,,,31.0,0.0,
KZ,2025-05-01,,,,1115.0,,,,27.0,0.0,
KZ,2025-06-01,,,,1068.0,,,,39.0,0.0,
KZ,2025-07-01,,,,1026.0,,,,35.0,0.0,
KZ,2025-08-01,,,,1093.0,,,,10.0,0.0,
KZ,2025-09-01,,,,809.0,,,,13.0,0.0,
KZ,2025-10-01,,,,1080.0,,,,29.0,0.0,
KZ,2025-11-01,,,,1080.0,,,,29.0,0.0,
KZ,2025-12-01,,,,946.0,,,,28.0,0.0,
KZ,2026-01-01,,,,832.0,,,,7.0,0.0,
LT,2020-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2020-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2020-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2020-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2020-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2020-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2020-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2020-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2020-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2020-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2020-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2020-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2021-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2021-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2021-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2021-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2021-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2021-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2021-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2021-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2021-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2021-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2021-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2021-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2022-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2022-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2022-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2022-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2022-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2022-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2022-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2022-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2022-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2022-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2022-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2022-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2023-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2023-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2023-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2023-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2023-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2023-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2023-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2023-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2023-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2023-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2023-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2023-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2024-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2024-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2024-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2024-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2024-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2024-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2024-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2024-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2024-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2024-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2024-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2024-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2025-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2025-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2025-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2025-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2025-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2025-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2025-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2025-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2025-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2025-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2025-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2025-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2026-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LT,2026-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2020-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2020-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2020-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2020-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2020-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2020-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2020-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2020-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2020-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2020-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2020-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2020-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2021-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2021-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2021-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2021-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2021-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2021-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2021-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2021-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2021-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2021-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2021-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2021-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2022-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2022-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2022-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2022-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2022-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2022-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2022-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2022-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2022-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2022-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2022-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2022-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2023-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2023-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2023-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2023-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2023-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2023-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2023-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2023-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2023-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2023-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2023-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2023-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2024-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2024-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2024-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2024-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2024-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2024-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2024-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2024-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2024-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2024-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2024-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2024-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2025-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2025-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
LU,2025-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
